anomaly_degree	feats	parameter_id	tpr	fpr	study	site_scoring_method	company
0,75	average	Systolic Blood Pressure	0,95	0	22158	avg_feat_value	Bayer
0,75	average	Weight	0,9	0,103333333333333	22158	avg_feat_value	Bayer
0,75	sd	Alanine Aminotransferase	0,12	0,0257142857142857	22158	avg_feat_value	Bayer
0,75	sd	Creatinine	0,936666666666667	0,0476190476190476	22158	avg_feat_value	Bayer
0,75	sd	Systolic Blood Pressure	0,953333333333333	0	22158	avg_feat_value	Bayer
0,75	sd	Weight	0,963333333333333	0,0476190476190476	22158	avg_feat_value	Bayer
0,75	autocorr	Alanine Aminotransferase	0,00333333333333333	0	22158	avg_feat_value	Bayer
0,75	autocorr	Creatinine	0,00666666666666667	0,00523809523809524	22158	avg_feat_value	Bayer
0,75	autocorr	Systolic Blood Pressure	0,0533333333333333	0,0438095238095238	22158	avg_feat_value	Bayer
0,75	autocorr	Weight	0,0866666666666667	0,00714285714285714	22158	avg_feat_value	Bayer
0,75	lof	Alanine Aminotransferase	0,483333333333333	0,0347619047619048	22158	avg_feat_value	Bayer
0,75	lof	Creatinine	0,813333333333333	0,0885714285714286	22158	avg_feat_value	Bayer
0,75	lof	Systolic Blood Pressure	0,793333333333333	0,0476190476190476	22158	avg_feat_value	Bayer
0,75	lof	Weight	0,786666666666667	0,0561904761904762	22158	avg_feat_value	Bayer
0,75	range	Alanine Aminotransferase	0,0433333333333333	0,0904761904761905	22158	avg_feat_value	Bayer
0,75	range	Creatinine	0,923333333333333	0,0476190476190476	22158	avg_feat_value	Bayer
0,75	range	Systolic Blood Pressure	0,97	0	22158	avg_feat_value	Bayer
0,75	range	Weight	0,94	0,0476190476190476	22158	avg_feat_value	Bayer
0,75	unique_value_count_relative	Alanine Aminotransferase	0,04	0,039047619047619	22158	avg_feat_value	Bayer
0,75	unique_value_count_relative	Creatinine	0,05	0,0104761904761905	22158	avg_feat_value	Bayer
0,75	unique_value_count_relative	Systolic Blood Pressure	0,01	0	22158	avg_feat_value	Bayer
0,75	unique_value_count_relative	Weight	0,00666666666666667	0,01	22158	avg_feat_value	Bayer
1	average	Alanine Aminotransferase	0,336666666666667	0,0242857142857143	22158	avg_feat_value	Bayer
1	average	Creatinine	0,92	0,0476190476190476	22158	avg_feat_value	Bayer
1	average	Systolic Blood Pressure	0,943333333333333	0	22158	avg_feat_value	Bayer
1	average	Weight	0,956666666666667	0,1	22158	avg_feat_value	Bayer
1	sd	Alanine Aminotransferase	0,263333333333333	0,0142857142857143	22158	avg_feat_value	Bayer
1	sd	Creatinine	0,933333333333333	0,0476190476190476	22158	avg_feat_value	Bayer
1	sd	Systolic Blood Pressure	0,963333333333333	0	22158	avg_feat_value	Bayer
1	sd	Weight	0,953333333333333	0,0476190476190476	22158	avg_feat_value	Bayer
1	autocorr	Alanine Aminotransferase	0,00666666666666667	0	22158	avg_feat_value	Bayer
1	autocorr	Creatinine	0,00666666666666667	0,00380952380952381	22158	avg_feat_value	Bayer
1	autocorr	Systolic Blood Pressure	0,05	0,0433333333333333	22158	avg_feat_value	Bayer
1	autocorr	Weight	0,0766666666666667	0,0114285714285714	22158	avg_feat_value	Bayer
1	lof	Alanine Aminotransferase	0,533333333333333	0,0314285714285714	22158	avg_feat_value	Bayer
1	lof	Creatinine	0,796666666666667	0,0923809523809524	22158	avg_feat_value	Bayer
1	lof	Systolic Blood Pressure	0,823333333333333	0,0476190476190476	22158	avg_feat_value	Bayer
1	lof	Weight	0,823333333333333	0,0533333333333333	22158	avg_feat_value	Bayer
1	range	Alanine Aminotransferase	0,0333333333333333	0,0519047619047619	22158	avg_feat_value	Bayer
1	range	Creatinine	0,893333333333333	0,0476190476190476	22158	avg_feat_value	Bayer
1	range	Systolic Blood Pressure	0,95	0	22158	avg_feat_value	Bayer
1	range	Weight	0,95	0,0476190476190476	22158	avg_feat_value	Bayer
1	unique_value_count_relative	Alanine Aminotransferase	0,0466666666666667	0,0304761904761905	22158	avg_feat_value	Bayer
1	unique_value_count_relative	Creatinine	0,103333333333333	0,00666666666666667	22158	avg_feat_value	Bayer
1	unique_value_count_relative	Systolic Blood Pressure	0,02	0	22158	avg_feat_value	Bayer
1	unique_value_count_relative	Weight	0,00666666666666667	0,00809523809523809	22158	avg_feat_value	Bayer
5	average	Alanine Aminotransferase	0,936666666666667	0,00809523809523809	22158	avg_feat_value	Bayer
5	average	Creatinine	0,93	0,0476190476190476	22158	avg_feat_value	Bayer
5	average	Systolic Blood Pressure	0,953333333333333	0	22158	avg_feat_value	Bayer
5	average	Weight	0,966666666666667	0,1	22158	avg_feat_value	Bayer
5	sd	Alanine Aminotransferase	0,926666666666667	0,00857142857142857	22158	avg_feat_value	Bayer
5	sd	Creatinine	0,916666666666667	0,0476190476190476	22158	avg_feat_value	Bayer
5	sd	Systolic Blood Pressure	0,966666666666667	0	22158	avg_feat_value	Bayer
5	sd	Weight	0,97	0,0476190476190476	22158	avg_feat_value	Bayer
5	autocorr	Alanine Aminotransferase	0,00333333333333333	0	22158	avg_feat_value	Bayer
5	autocorr	Creatinine	0,00666666666666667	0,00571428571428571	22158	avg_feat_value	Bayer
5	autocorr	Systolic Blood Pressure	0,05	0,0428571428571429	22158	avg_feat_value	Bayer
5	autocorr	Weight	0,0966666666666667	0,00761904761904762	22158	avg_feat_value	Bayer
5	lof	Alanine Aminotransferase	0,556666666666667	0,0257142857142857	22158	avg_feat_value	Bayer
5	lof	Creatinine	0,863333333333333	0,0914285714285714	22158	avg_feat_value	Bayer
5	lof	Systolic Blood Pressure	0,896666666666667	0,0476190476190476	22158	avg_feat_value	Bayer
5	lof	Weight	0,83	0,0514285714285714	22158	avg_feat_value	Bayer
5	range	Alanine Aminotransferase	0,906666666666667	0,0480952380952381	22158	avg_feat_value	Bayer
5	range	Creatinine	0,923333333333333	0,0476190476190476	22158	avg_feat_value	Bayer
5	range	Systolic Blood Pressure	0,956666666666667	0	22158	avg_feat_value	Bayer
5	range	Weight	0,96	0,0476190476190476	22158	avg_feat_value	Bayer
5	unique_value_count_relative	Alanine Aminotransferase	0,916666666666667	0	22158	avg_feat_value	Bayer
5	unique_value_count_relative	Creatinine	0,946666666666667	0	22158	avg_feat_value	Bayer
5	unique_value_count_relative	Systolic Blood Pressure	0,933333333333333	0	22158	avg_feat_value	Bayer
5	unique_value_count_relative	Weight	0	0	22158	avg_feat_value	Bayer
10	average	Alanine Aminotransferase	0,936666666666667	0,00857142857142857	22158	avg_feat_value	Bayer
10	average	Creatinine	0,94	0,0476190476190476	22158	avg_feat_value	Bayer
10	average	Systolic Blood Pressure	0,96	0	22158	avg_feat_value	Bayer
10	average	Weight	0,976666666666667	0,0985714285714286	22158	avg_feat_value	Bayer
10	sd	Alanine Aminotransferase	0,92	0,0114285714285714	22158	avg_feat_value	Bayer
10	sd	Creatinine	0,93	0,0476190476190476	22158	avg_feat_value	Bayer
10	sd	Systolic Blood Pressure	0,95	0	22158	avg_feat_value	Bayer
10	sd	Weight	0,95	0,0476190476190476	22158	avg_feat_value	Bayer
10	autocorr	Alanine Aminotransferase	0,0166666666666667	0	22158	avg_feat_value	Bayer
10	autocorr	Creatinine	0,00333333333333333	0,00380952380952381	22158	avg_feat_value	Bayer
10	autocorr	Systolic Blood Pressure	0,04	0,0428571428571429	22158	avg_feat_value	Bayer
10	autocorr	Weight	0,09	0,01	22158	avg_feat_value	Bayer
10	lof	Alanine Aminotransferase	0,546666666666667	0,0271428571428571	22158	avg_feat_value	Bayer
10	lof	Creatinine	0,81	0,0914285714285714	22158	avg_feat_value	Bayer
10	lof	Systolic Blood Pressure	0,92	0,0471428571428571	22158	avg_feat_value	Bayer
10	lof	Weight	0,86	0,0504761904761905	22158	avg_feat_value	Bayer
10	range	Alanine Aminotransferase	0,896666666666667	0,0495238095238095	22158	avg_feat_value	Bayer
10	range	Creatinine	0,916666666666667	0,0476190476190476	22158	avg_feat_value	Bayer
10	range	Systolic Blood Pressure	0,953333333333333	0	22158	avg_feat_value	Bayer
10	range	Weight	0,946666666666667	0,0476190476190476	22158	avg_feat_value	Bayer
10	unique_value_count_relative	Alanine Aminotransferase	0,936666666666667	0	22158	avg_feat_value	Bayer
10	unique_value_count_relative	Creatinine	0,94	0	22158	avg_feat_value	Bayer
10	unique_value_count_relative	Systolic Blood Pressure	0,963333333333333	0	22158	avg_feat_value	Bayer
10	unique_value_count_relative	Weight	0	0	22158	avg_feat_value	Bayer
0	average	Alanine Aminotransferase	0	0	21170	ks	Bayer
0	average	Creatinine	0	0	21170	ks	Bayer
0	average	Systolic Blood Pressure	0	0	21170	ks	Bayer
0	average	Weight	0,00333333333333333	0	21170	ks	Bayer
0	sd	Alanine Aminotransferase	0	0,000317460317460317	21170	ks	Bayer
0	sd	Creatinine	0	0,000317460317460317	21170	ks	Bayer
0	sd	Systolic Blood Pressure	0	0	21170	ks	Bayer
0	sd	Weight	0	0	21170	ks	Bayer
0	autocorr	Alanine Aminotransferase	0	0	21170	ks	Bayer
0	autocorr	Creatinine	0	0	21170	ks	Bayer
0	autocorr	Systolic Blood Pressure	0	0	21170	ks	Bayer
0	autocorr	Weight	0	0	21170	ks	Bayer
0	lof	Alanine Aminotransferase	0	0	21170	ks	Bayer
0	lof	Creatinine	0	0	21170	ks	Bayer
0	lof	Systolic Blood Pressure	0	0	21170	ks	Bayer
0	lof	Weight	0	0	21170	ks	Bayer
0	range	Alanine Aminotransferase	0	0	21170	ks	Bayer
0	range	Creatinine	0	0,000158730158730159	21170	ks	Bayer
0	range	Systolic Blood Pressure	0	0	21170	ks	Bayer
0	range	Weight	0	0	21170	ks	Bayer
0	unique_value_count_relative	Alanine Aminotransferase	0	0	21170	ks	Bayer
0	unique_value_count_relative	Creatinine	0	0	21170	ks	Bayer
0	unique_value_count_relative	Systolic Blood Pressure	0	0	21170	ks	Bayer
0	unique_value_count_relative	Weight	0	0	21170	ks	Bayer
0,25	average	Alanine Aminotransferase	0,01	0	21170	ks	Bayer
0,25	average	Creatinine	0,0333333333333333	0	21170	ks	Bayer
0,25	average	Systolic Blood Pressure	0,166666666666667	0	21170	ks	Bayer
0,25	average	Weight	0,02	0	21170	ks	Bayer
0,25	sd	Alanine Aminotransferase	0,00333333333333333	0,000317460317460317	21170	ks	Bayer
0,25	sd	Creatinine	0,346666666666667	0,000158730158730159	21170	ks	Bayer
0,25	sd	Systolic Blood Pressure	0,0833333333333333	0	21170	ks	Bayer
0,25	sd	Weight	0	0,000158730158730159	21170	ks	Bayer
0,25	autocorr	Alanine Aminotransferase	0	0,000158730158730159	21170	ks	Bayer
0,25	autocorr	Creatinine	0,00666666666666667	0,000158730158730159	21170	ks	Bayer
0,25	autocorr	Systolic Blood Pressure	0,00333333333333333	0	21170	ks	Bayer
0,25	autocorr	Weight	0	0,000317460317460317	21170	ks	Bayer
0,25	lof	Alanine Aminotransferase	0,04	0	21170	ks	Bayer
0,25	lof	Creatinine	0,0333333333333333	0	21170	ks	Bayer
0,25	lof	Systolic Blood Pressure	0,0133333333333333	0	21170	ks	Bayer
0,25	lof	Weight	0,0166666666666667	0,000317460317460317	21170	ks	Bayer
0,25	range	Alanine Aminotransferase	0	0,000158730158730159	21170	ks	Bayer
0,25	range	Creatinine	0	0	21170	ks	Bayer
0,25	range	Systolic Blood Pressure	0	0	21170	ks	Bayer
0,25	range	Weight	0	0	21170	ks	Bayer
0,25	unique_value_count_relative	Alanine Aminotransferase	0	0	21170	ks	Bayer
0,25	unique_value_count_relative	Creatinine	0,11	0,000158730158730159	21170	ks	Bayer
0,25	unique_value_count_relative	Systolic Blood Pressure	0	0,000163934426229508	21170	ks	Bayer
0,25	unique_value_count_relative	Weight	0	0	21170	ks	Bayer
0,5	average	Alanine Aminotransferase	0,0766666666666667	0	21170	ks	Bayer
0,5	average	Creatinine	0,25	0	21170	ks	Bayer
0,5	average	Systolic Blood Pressure	0,483333333333333	0	21170	ks	Bayer
0,5	average	Weight	0,27	0	21170	ks	Bayer
0,5	sd	Alanine Aminotransferase	0,113333333333333	0,00111111111111111	21170	ks	Bayer
0,5	sd	Creatinine	0,656666666666667	0,00111111111111111	21170	ks	Bayer
0,5	sd	Systolic Blood Pressure	0,136666666666667	0,000163934426229508	21170	ks	Bayer
0,5	sd	Weight	0	0,000158730158730159	21170	ks	Bayer
0,5	autocorr	Alanine Aminotransferase	0,00333333333333333	0	21170	ks	Bayer
0,5	autocorr	Creatinine	0,0166666666666667	0	21170	ks	Bayer
0,5	autocorr	Systolic Blood Pressure	0	0	21170	ks	Bayer
0,5	autocorr	Weight	0	0,000317460317460317	21170	ks	Bayer
0,5	lof	Alanine Aminotransferase	0,11	0,000317460317460317	21170	ks	Bayer
0,5	lof	Creatinine	0,21	0	21170	ks	Bayer
0,5	lof	Systolic Blood Pressure	0,14	0	21170	ks	Bayer
0,5	lof	Weight	0,126666666666667	0,000634920634920635	21170	ks	Bayer
0,5	range	Alanine Aminotransferase	0	0	21170	ks	Bayer
0,5	range	Creatinine	0,146666666666667	0	21170	ks	Bayer
0,5	range	Systolic Blood Pressure	0,0233333333333333	0,000163934426229508	21170	ks	Bayer
0,5	range	Weight	0	0,000158730158730159	21170	ks	Bayer
0,5	unique_value_count_relative	Alanine Aminotransferase	0	0,000158730158730159	21170	ks	Bayer
0,5	unique_value_count_relative	Creatinine	0,18	0,000158730158730159	21170	ks	Bayer
0,5	unique_value_count_relative	Systolic Blood Pressure	0	0,000491803278688525	21170	ks	Bayer
0,5	unique_value_count_relative	Weight	0	0	21170	ks	Bayer
0,75	average	Alanine Aminotransferase	0,19	0	21170	ks	Bayer
0,75	average	Creatinine	0,463333333333333	0	21170	ks	Bayer
0,75	average	Systolic Blood Pressure	0,65	0	21170	ks	Bayer
0,75	average	Weight	0,56	0	21170	ks	Bayer
0,75	sd	Alanine Aminotransferase	0,28	0,000634920634920635	21170	ks	Bayer
0,75	sd	Creatinine	0,583333333333333	0,000476190476190476	21170	ks	Bayer
0,75	sd	Systolic Blood Pressure	0,11	0,000655737704918033	21170	ks	Bayer
0,75	sd	Weight	0	0,000476190476190476	21170	ks	Bayer
0,75	autocorr	Alanine Aminotransferase	0,00666666666666667	0	21170	ks	Bayer
0,75	autocorr	Creatinine	0,0166666666666667	0	21170	ks	Bayer
0,75	autocorr	Systolic Blood Pressure	0	0	21170	ks	Bayer
0,75	autocorr	Weight	0	0	21170	ks	Bayer
0,75	lof	Alanine Aminotransferase	0,183333333333333	0,000158730158730159	21170	ks	Bayer
0,75	lof	Creatinine	0,21	0	21170	ks	Bayer
0,75	lof	Systolic Blood Pressure	0,176666666666667	0	21170	ks	Bayer
0,75	lof	Weight	0,146666666666667	0,00174603174603175	21170	ks	Bayer
0,75	range	Alanine Aminotransferase	0	0,000317460317460317	21170	ks	Bayer
0,75	range	Creatinine	0,353333333333333	0,000158730158730159	21170	ks	Bayer
0,75	range	Systolic Blood Pressure	0,0366666666666667	0	21170	ks	Bayer
0,75	range	Weight	0	0,000158730158730159	21170	ks	Bayer
0,75	unique_value_count_relative	Alanine Aminotransferase	0	0,000158730158730159	21170	ks	Bayer
0,75	unique_value_count_relative	Creatinine	0,313333333333333	0,000158730158730159	21170	ks	Bayer
0,75	unique_value_count_relative	Systolic Blood Pressure	0	0,000163934426229508	21170	ks	Bayer
0,75	unique_value_count_relative	Weight	0	0	21170	ks	Bayer
1	average	Alanine Aminotransferase	0,386666666666667	0	21170	ks	Bayer
1	average	Creatinine	0,64	0	21170	ks	Bayer
1	average	Systolic Blood Pressure	0,713333333333333	0	21170	ks	Bayer
1	average	Weight	0,62	0	21170	ks	Bayer
1	sd	Alanine Aminotransferase	0,366666666666667	0,000317460317460317	21170	ks	Bayer
1	sd	Creatinine	0,66	0,000317460317460317	21170	ks	Bayer
1	sd	Systolic Blood Pressure	0,126666666666667	0,000491803278688525	21170	ks	Bayer
1	sd	Weight	0,00333333333333333	0,000476190476190476	21170	ks	Bayer
1	autocorr	Alanine Aminotransferase	0,01	0,000158730158730159	21170	ks	Bayer
1	autocorr	Creatinine	0,0133333333333333	0,000317460317460317	21170	ks	Bayer
1	autocorr	Systolic Blood Pressure	0	0,000163934426229508	21170	ks	Bayer
1	autocorr	Weight	0	0,000158730158730159	21170	ks	Bayer
1	lof	Alanine Aminotransferase	0,293333333333333	0,000634920634920635	21170	ks	Bayer
1	lof	Creatinine	0,363333333333333	0	21170	ks	Bayer
1	lof	Systolic Blood Pressure	0,296666666666667	0	21170	ks	Bayer
1	lof	Weight	0,256666666666667	0,00174603174603175	21170	ks	Bayer
1	range	Alanine Aminotransferase	0,04	0,000158730158730159	21170	ks	Bayer
1	range	Creatinine	0,47	0,000952380952380952	21170	ks	Bayer
1	range	Systolic Blood Pressure	0,05	0	21170	ks	Bayer
1	range	Weight	0	0,000634920634920635	21170	ks	Bayer
1	unique_value_count_relative	Alanine Aminotransferase	0,00333333333333333	0,000317460317460317	21170	ks	Bayer
1	unique_value_count_relative	Creatinine	0,39	0,000317460317460317	21170	ks	Bayer
1	unique_value_count_relative	Systolic Blood Pressure	0	0,000163934426229508	21170	ks	Bayer
1	unique_value_count_relative	Weight	0	0,000158730158730159	21170	ks	Bayer
5	average	Alanine Aminotransferase	0,78	0	21170	ks	Bayer
5	average	Creatinine	0,83	0	21170	ks	Bayer
5	average	Systolic Blood Pressure	0,73	0	21170	ks	Bayer
5	average	Weight	0,786666666666667	0	21170	ks	Bayer
5	sd	Alanine Aminotransferase	0,596666666666667	0,000476190476190476	21170	ks	Bayer
5	sd	Creatinine	0,66	0,000158730158730159	21170	ks	Bayer
5	sd	Systolic Blood Pressure	0,116666666666667	0,000491803278688525	21170	ks	Bayer
5	sd	Weight	0	0,000317460317460317	21170	ks	Bayer
5	autocorr	Alanine Aminotransferase	0,01	0	21170	ks	Bayer
5	autocorr	Creatinine	0,02	0,000158730158730159	21170	ks	Bayer
5	autocorr	Systolic Blood Pressure	0	0	21170	ks	Bayer
5	autocorr	Weight	0	0	21170	ks	Bayer
5	lof	Alanine Aminotransferase	0,323333333333333	0,000317460317460317	21170	ks	Bayer
5	lof	Creatinine	0,463333333333333	0	21170	ks	Bayer
5	lof	Systolic Blood Pressure	0,346666666666667	0	21170	ks	Bayer
5	lof	Weight	0,386666666666667	0,00126984126984127	21170	ks	Bayer
5	range	Alanine Aminotransferase	0,473333333333333	0,000476190476190476	21170	ks	Bayer
5	range	Creatinine	0,576666666666667	0,000158730158730159	21170	ks	Bayer
5	range	Systolic Blood Pressure	0,0666666666666667	0,000327868852459016	21170	ks	Bayer
5	range	Weight	0	0,000634920634920635	21170	ks	Bayer
5	unique_value_count_relative	Alanine Aminotransferase	0,623333333333333	0,000476190476190476	21170	ks	Bayer
5	unique_value_count_relative	Creatinine	0,703333333333333	0,000952380952380952	21170	ks	Bayer
5	unique_value_count_relative	Systolic Blood Pressure	0,156666666666667	0,000327868852459016	21170	ks	Bayer
5	unique_value_count_relative	Weight	0,00333333333333333	0,000317460317460317	21170	ks	Bayer
10	average	Alanine Aminotransferase	0,8	0	21170	ks	Bayer
10	average	Creatinine	0,773333333333333	0	21170	ks	Bayer
10	average	Systolic Blood Pressure	0,71	0	21170	ks	Bayer
10	average	Weight	0,793333333333333	0	21170	ks	Bayer
10	sd	Alanine Aminotransferase	0,633333333333333	0,000634920634920635	21170	ks	Bayer
10	sd	Creatinine	0,68	0,000952380952380952	21170	ks	Bayer
10	sd	Systolic Blood Pressure	0,123333333333333	0,000163934426229508	21170	ks	Bayer
10	sd	Weight	0	0,000476190476190476	21170	ks	Bayer
10	autocorr	Alanine Aminotransferase	0,0366666666666667	0	21170	ks	Bayer
10	autocorr	Creatinine	0,01	0	21170	ks	Bayer
10	autocorr	Systolic Blood Pressure	0	0,000327868852459016	21170	ks	Bayer
10	autocorr	Weight	0	0,000158730158730159	21170	ks	Bayer
10	lof	Alanine Aminotransferase	0,373333333333333	0,000476190476190476	21170	ks	Bayer
10	lof	Creatinine	0,436666666666667	0	21170	ks	Bayer
10	lof	Systolic Blood Pressure	0,423333333333333	0,000163934426229508	21170	ks	Bayer
10	lof	Weight	0,336666666666667	0,00222222222222222	21170	ks	Bayer
10	range	Alanine Aminotransferase	0,596666666666667	0,000476190476190476	21170	ks	Bayer
10	range	Creatinine	0,62	0,000634920634920635	21170	ks	Bayer
10	range	Systolic Blood Pressure	0,07	0,000655737704918033	21170	ks	Bayer
10	range	Weight	0	0,00158730158730159	21170	ks	Bayer
10	unique_value_count_relative	Alanine Aminotransferase	0,696666666666667	0,000476190476190476	21170	ks	Bayer
10	unique_value_count_relative	Creatinine	0,673333333333333	0,000952380952380952	21170	ks	Bayer
10	unique_value_count_relative	Systolic Blood Pressure	0,203333333333333	0,00131147540983607	21170	ks	Bayer
10	unique_value_count_relative	Weight	0	0,00142857142857143	21170	ks	Bayer
0	average	Alanine Aminotransferase	0	0	21652	ks	Bayer
0	average	Creatinine	0	0	21652	ks	Bayer
0	average	Systolic Blood Pressure	0	0	21652	ks	Bayer
0	average	Weight	0	0	21652	ks	Bayer
0	sd	Alanine Aminotransferase	0	0	21652	ks	Bayer
0	sd	Creatinine	0	0	21652	ks	Bayer
0	sd	Systolic Blood Pressure	0	0	21652	ks	Bayer
0	sd	Weight	0	0	21652	ks	Bayer
0	autocorr	Alanine Aminotransferase	0	0	21652	ks	Bayer
0	autocorr	Creatinine	0	0	21652	ks	Bayer
0	autocorr	Systolic Blood Pressure	0	0	21652	ks	Bayer
0	autocorr	Weight	0	0	21652	ks	Bayer
0	lof	Alanine Aminotransferase	0	0	21652	ks	Bayer
0	lof	Creatinine	0	0	21652	ks	Bayer
0	lof	Systolic Blood Pressure	0	0	21652	ks	Bayer
0	lof	Weight	0	0	21652	ks	Bayer
0	range	Alanine Aminotransferase	0	0	21652	ks	Bayer
0	range	Creatinine	0	0	21652	ks	Bayer
0	range	Systolic Blood Pressure	0	0	21652	ks	Bayer
0	range	Weight	0	0	21652	ks	Bayer
0	unique_value_count_relative	Alanine Aminotransferase	0	0	21652	ks	Bayer
0	unique_value_count_relative	Creatinine	0	0	21652	ks	Bayer
0	unique_value_count_relative	Systolic Blood Pressure	0	0	21652	ks	Bayer
0	unique_value_count_relative	Weight	0	0	21652	ks	Bayer
0,25	average	Alanine Aminotransferase	0,0333333333333333	0	21652	ks	Bayer
0,25	average	Creatinine	0,193333333333333	0,0012987012987013	21652	ks	Bayer
0,25	average	Systolic Blood Pressure	0,563333333333333	0	21652	ks	Bayer
0,25	average	Weight	0,1	0	21652	ks	Bayer
0,25	sd	Alanine Aminotransferase	0,0333333333333333	0	21652	ks	Bayer
0,25	sd	Creatinine	0,59	0,000519480519480519	21652	ks	Bayer
0,25	sd	Systolic Blood Pressure	0,673333333333333	0	21652	ks	Bayer
0,25	sd	Weight	0,643333333333333	0	21652	ks	Bayer
0,25	autocorr	Alanine Aminotransferase	0	0	21652	ks	Bayer
0,25	autocorr	Creatinine	0	0	21652	ks	Bayer
0,25	autocorr	Systolic Blood Pressure	0	0	21652	ks	Bayer
0,25	autocorr	Weight	0,0566666666666667	0	21652	ks	Bayer
0,25	lof	Alanine Aminotransferase	0,05	0	21652	ks	Bayer
0,25	lof	Creatinine	0,0666666666666667	0	21652	ks	Bayer
0,25	lof	Systolic Blood Pressure	0,08	0	21652	ks	Bayer
0,25	lof	Weight	0,0733333333333333	0	21652	ks	Bayer
0,25	range	Alanine Aminotransferase	0	0	21652	ks	Bayer
0,25	range	Creatinine	0,226666666666667	0,000909090909090909	21652	ks	Bayer
0,25	range	Systolic Blood Pressure	0,393333333333333	0	21652	ks	Bayer
0,25	range	Weight	0,65	0	21652	ks	Bayer
0,25	unique_value_count_relative	Alanine Aminotransferase	0	0	21652	ks	Bayer
0,25	unique_value_count_relative	Creatinine	0	0	21652	ks	Bayer
0,25	unique_value_count_relative	Systolic Blood Pressure	0	0	21652	ks	Bayer
0,25	unique_value_count_relative	Weight	0,00333333333333333	0	21652	ks	Bayer
0,5	average	Alanine Aminotransferase	0,113333333333333	0	21652	ks	Bayer
0,5	average	Creatinine	0,523333333333333	0,00558441558441558	21652	ks	Bayer
0,5	average	Systolic Blood Pressure	0,676666666666667	0	21652	ks	Bayer
0,5	average	Weight	0,38	0	21652	ks	Bayer
0,5	sd	Alanine Aminotransferase	0,28	0	21652	ks	Bayer
0,5	sd	Creatinine	0,663333333333333	0,000519480519480519	21652	ks	Bayer
0,5	sd	Systolic Blood Pressure	0,736666666666667	0	21652	ks	Bayer
0,5	sd	Weight	0,636666666666667	0	21652	ks	Bayer
0,5	autocorr	Alanine Aminotransferase	0	0	21652	ks	Bayer
0,5	autocorr	Creatinine	0	0	21652	ks	Bayer
0,5	autocorr	Systolic Blood Pressure	0	0	21652	ks	Bayer
0,5	autocorr	Weight	0,0533333333333333	0	21652	ks	Bayer
0,5	lof	Alanine Aminotransferase	0,183333333333333	0	21652	ks	Bayer
0,5	lof	Creatinine	0,243333333333333	0	21652	ks	Bayer
0,5	lof	Systolic Blood Pressure	0,26	0	21652	ks	Bayer
0,5	lof	Weight	0,266666666666667	0	21652	ks	Bayer
0,5	range	Alanine Aminotransferase	0,0766666666666667	0	21652	ks	Bayer
0,5	range	Creatinine	0,656666666666667	0,00298701298701299	21652	ks	Bayer
0,5	range	Systolic Blood Pressure	0,686666666666667	0	21652	ks	Bayer
0,5	range	Weight	0,68	0	21652	ks	Bayer
0,5	unique_value_count_relative	Alanine Aminotransferase	0,00333333333333333	0	21652	ks	Bayer
0,5	unique_value_count_relative	Creatinine	0,00333333333333333	0	21652	ks	Bayer
0,5	unique_value_count_relative	Systolic Blood Pressure	0	0	21652	ks	Bayer
0,5	unique_value_count_relative	Weight	0	0	21652	ks	Bayer
0,75	average	Alanine Aminotransferase	0,2	0	21652	ks	Bayer
0,75	average	Creatinine	0,646666666666667	0,00987012987012987	21652	ks	Bayer
0,75	average	Systolic Blood Pressure	0,753333333333333	0	21652	ks	Bayer
0,75	average	Weight	0,606666666666667	0,00012987012987013	21652	ks	Bayer
0,75	sd	Alanine Aminotransferase	0,42	0	21652	ks	Bayer
0,75	sd	Creatinine	0,683333333333333	0,00038961038961039	21652	ks	Bayer
0,75	sd	Systolic Blood Pressure	0,643333333333333	0	21652	ks	Bayer
0,75	sd	Weight	0,676666666666667	0	21652	ks	Bayer
0,75	autocorr	Alanine Aminotransferase	0	0	21652	ks	Bayer
0,75	autocorr	Creatinine	0	0	21652	ks	Bayer
0,75	autocorr	Systolic Blood Pressure	0	0	21652	ks	Bayer
0,75	autocorr	Weight	0,0366666666666667	0	21652	ks	Bayer
0,75	lof	Alanine Aminotransferase	0,243333333333333	0	21652	ks	Bayer
0,75	lof	Creatinine	0,263333333333333	0	21652	ks	Bayer
0,75	lof	Systolic Blood Pressure	0,296666666666667	0	21652	ks	Bayer
0,75	lof	Weight	0,346666666666667	0	21652	ks	Bayer
0,75	range	Alanine Aminotransferase	0,23	0	21652	ks	Bayer
0,75	range	Creatinine	0,653333333333333	0,00350649350649351	21652	ks	Bayer
0,75	range	Systolic Blood Pressure	0,68	0	21652	ks	Bayer
0,75	range	Weight	0,7	0	21652	ks	Bayer
0,75	unique_value_count_relative	Alanine Aminotransferase	0,00666666666666667	0	21652	ks	Bayer
0,75	unique_value_count_relative	Creatinine	0,0133333333333333	0	21652	ks	Bayer
0,75	unique_value_count_relative	Systolic Blood Pressure	0,01	0	21652	ks	Bayer
0,75	unique_value_count_relative	Weight	0,00666666666666667	0	21652	ks	Bayer
1	average	Alanine Aminotransferase	0,353333333333333	0	21652	ks	Bayer
1	average	Creatinine	0,693333333333333	0,011038961038961	21652	ks	Bayer
1	average	Systolic Blood Pressure	0,713333333333333	0	21652	ks	Bayer
1	average	Weight	0,686666666666667	0,00025974025974026	21652	ks	Bayer
